usage_frequency,subscription_type,login_activity,support_tickets,payment_history,avg_session_minutes,monthly_spend,tenure_months,region,churn
11.04,annual,27.61,0,on_time,7.98,29.27,12,MEA,0
22.61,monthly,26.82,1,on_time,3.85,114.28,10,LATAM,1
12.35,monthly,18.72,0,on_time,21.23,104.04,40,NA,0
16.12,monthly,37.05,3,on_time,18.43,49.6,8,NA,0
20.7,monthly,0.0,2,on_time,6.89,102.22,11,NA,0
21.92,monthly,9.97,4,on_time,30.15,85.19,12,APAC,0
18.23,annual,29.3,3,on_time,,43.04,12,APAC,1
8.44,annual,12.32,2,on_time,,49.13,6,NA,0
2.91,monthly,11.68,0,on_time,15.02,79.83,3,MEA,1
14.68,monthly,16.86,1,delayed,7.42,104.75,9,NA,0
22.8,quarterly,13.36,0,on_time,17.1,100.64,16,LATAM,0
19.15,quarterly,,2,on_time,13.89,68.92,26,LATAM,0
17.69,monthly,31.95,1,on_time,11.18,96.86,11,NA,0
,quarterly,22.97,3,on_time,22.91,79.45,13,NA,0
18.16,monthly,33.6,2,delayed,18.74,63.42,8,NA,0
9.04,quarterly,6.75,6,on_time,19.32,110.9,18,LATAM,0
21.46,monthly,22.83,1,failed,13.71,88.36,17,EU,0
21.92,monthly,36.83,5,delayed,17.11,98.3,30,LATAM,1
13.51,monthly,32.75,2,delayed,14.84,53.26,3,EU,0
19.06,quarterly,37.8,1,delayed,18.0,69.45,16,EU,1
3.98,monthly,15.51,2,,9.17,106.96,24,LATAM,1
17.26,quarterly,32.09,1,chargeback,2.0,76.14,12,EU,0
15.07,quarterly,17.31,0,delayed,23.14,77.76,4,APAC,1
24.81,quarterly,28.55,1,on_time,,54.29,10,EU,1
14.61,monthly,36.42,4,on_time,18.43,89.51,46,NA,0
22.08,monthly,,2,on_time,10.89,53.78,26,NA,0
13.26,monthly,1.59,4,on_time,13.66,94.24,15,NA,0
1.0,quarterly,42.32,1,on_time,24.12,56.2,13,APAC,0
14.42,annual,27.37,3,delayed,17.18,70.32,7,EU,0
17.38,monthly,20.82,1,on_time,28.23,128.1,16,EU,0
17.06,annual,20.22,2,on_time,20.35,84.82,31,NA,0
17.16,monthly,0.0,2,on_time,10.99,74.3,14,,0
,monthly,24.3,0,on_time,17.65,107.99,31,LATAM,0
13.73,monthly,16.16,3,on_time,25.09,63.74,53,APAC,0
8.12,quarterly,22.58,0,delayed,16.32,56.39,9,MEA,1
2.02,monthly,22.33,2,on_time,18.87,73.79,9,NA,1
15.25,monthly,0.0,0,failed,23.48,114.76,6,NA,1
10.78,quarterly,27.39,2,delayed,2.0,113.19,9,EU,0
23.56,monthly,24.08,4,delayed,19.21,70.09,9,NA,0
1.0,monthly,25.56,4,on_time,,76.05,10,APAC,1
18.04,monthly,19.98,0,,10.39,95.77,3,APAC,0
30.85,monthly,22.54,2,failed,21.27,151.99,11,NA,0
14.72,monthly,23.9,2,delayed,14.97,77.35,31,LATAM,0
15.98,monthly,25.02,3,on_time,4.85,122.71,18,NA,0
18.98,quarterly,27.23,1,on_time,19.74,90.99,11,APAC,1
19.53,monthly,25.11,1,on_time,14.94,107.89,19,EU,0
13.14,quarterly,42.35,1,on_time,14.55,112.38,22,,0
8.94,monthly,14.01,1,delayed,18.88,88.93,10,NA,0
20.57,monthly,17.88,5,delayed,9.3,83.21,21,MEA,0
2.64,monthly,40.62,3,on_time,19.63,78.2,1,MEA,1
21.83,monthly,20.3,2,on_time,9.53,93.82,37,EU,0
13.26,monthly,32.25,0,failed,,117.26,16,EU,0
,monthly,23.49,4,on_time,21.83,121.04,23,APAC,0
12.32,annual,19.49,1,on_time,24.23,106.11,24,APAC,0
26.02,annual,32.85,1,delayed,17.79,63.86,66,EU,0
17.74,monthly,27.7,2,delayed,12.46,68.09,55,APAC,0
13.75,monthly,5.13,2,on_time,10.67,60.81,11,LATAM,1
13.55,monthly,23.91,0,on_time,10.32,88.31,19,APAC,1
14.96,annual,11.05,1,on_time,13.96,99.11,27,NA,0
32.78,monthly,35.98,2,on_time,10.88,68.18,21,LATAM,0
6.78,monthly,,1,delayed,16.95,78.88,5,NA,0
,monthly,42.61,1,delayed,10.17,102.11,14,NA,1
19.98,monthly,25.93,1,on_time,11.27,75.01,36,MEA,0
26.78,monthly,16.92,4,on_time,,78.67,11,NA,1
20.4,annual,25.54,0,on_time,10.34,103.68,14,NA,0
16.02,annual,11.66,0,on_time,12.95,76.2,10,APAC,0
,monthly,47.8,2,on_time,18.5,63.83,18,LATAM,0
17.61,monthly,35.14,0,on_time,9.7,86.7,21,NA,0
21.28,monthly,25.35,0,delayed,7.78,96.13,5,EU,0
26.0,monthly,32.97,2,on_time,13.93,154.13,18,NA,1
16.65,monthly,16.59,2,delayed,8.16,126.53,6,EU,1
13.03,monthly,9.81,3,on_time,23.02,173.39,4,NA,0
11.49,annual,0.0,0,delayed,10.81,48.75,29,NA,0
19.15,annual,22.91,1,failed,15.29,110.66,23,MEA,0
9.85,quarterly,19.71,0,on_time,17.72,127.48,9,APAC,0
13.55,quarterly,27.71,8,on_time,7.43,84.85,28,LATAM,0
9.23,monthly,22.14,3,delayed,9.93,73.01,3,LATAM,0
19.56,monthly,27.21,1,on_time,11.22,104.64,7,MEA,0
10.73,monthly,30.92,1,on_time,19.69,74.88,8,APAC,1
6.99,quarterly,5.94,2,on_time,25.99,51.97,16,NA,0
8.22,monthly,31.56,2,failed,,44.32,50,LATAM,0
12.0,annual,17.53,1,on_time,22.64,37.88,5,EU,0
12.64,monthly,27.69,1,on_time,7.56,90.53,6,NA,0
17.76,monthly,33.24,1,on_time,9.74,102.8,24,,1
14.87,monthly,33.32,2,,23.32,56.71,13,,0
18.59,annual,23.42,2,on_time,24.15,87.79,21,EU,0
19.15,monthly,23.96,0,failed,19.77,97.34,17,APAC,0
21.18,monthly,31.81,3,delayed,,93.71,19,EU,0
2.65,monthly,5.49,1,on_time,12.43,103.04,2,NA,1
8.11,quarterly,11.53,1,on_time,25.3,90.04,13,NA,1
19.88,annual,18.93,2,delayed,10.61,109.19,33,LATAM,0
17.48,monthly,7.34,0,delayed,5.34,101.47,50,,0
22.84,annual,19.01,3,on_time,19.81,43.98,19,EU,0
,monthly,18.41,0,on_time,11.5,135.52,48,APAC,0
12.67,quarterly,22.96,1,on_time,7.21,57.1,18,LATAM,0
13.93,monthly,21.37,1,on_time,20.27,83.55,18,EU,0
17.17,monthly,33.76,2,on_time,4.03,155.46,19,APAC,0
,quarterly,28.3,3,on_time,17.73,97.71,8,NA,0
19.28,monthly,21.22,2,on_time,12.32,60.97,9,MEA,1
15.2,monthly,18.33,0,delayed,24.61,93.43,7,APAC,1
,annual,21.48,1,delayed,17.74,88.76,7,APAC,0
27.84,annual,21.67,1,delayed,,80.67,5,NA,0
8.17,monthly,49.71,0,on_time,8.49,69.81,17,APAC,0
16.32,quarterly,5.97,1,on_time,4.84,48.16,8,EU,1
,quarterly,11.81,0,on_time,,51.39,12,EU,1
20.1,monthly,10.2,4,delayed,18.67,62.18,16,APAC,0
13.15,annual,24.96,2,on_time,15.43,108.23,33,APAC,0
17.78,monthly,24.53,2,on_time,21.9,49.87,5,NA,0
4.92,quarterly,15.7,2,failed,18.28,88.36,21,LATAM,0
15.87,monthly,31.86,1,failed,8.7,123.15,13,NA,0
5.78,monthly,26.07,0,on_time,17.79,102.22,6,APAC,0
19.56,monthly,,2,delayed,16.03,123.8,13,NA,0
8.19,monthly,35.24,2,on_time,22.62,67.58,24,NA,0
17.14,annual,0.0,0,on_time,,91.43,24,LATAM,0
18.23,annual,29.54,5,on_time,11.02,104.6,7,NA,0
16.53,monthly,7.81,0,on_time,17.38,110.35,14,LATAM,0
11.58,monthly,24.74,0,delayed,23.48,108.92,14,NA,0
14.53,monthly,21.2,1,on_time,13.8,50.55,4,APAC,1
24.27,monthly,21.67,1,on_time,18.58,102.68,10,NA,0
13.03,monthly,8.75,3,chargeback,15.21,97.66,12,APAC,0
16.15,annual,,0,on_time,14.75,71.81,43,LATAM,0
12.1,quarterly,7.8,1,on_time,21.91,67.06,20,APAC,0
23.14,monthly,30.26,1,on_time,15.66,96.61,14,EU,0
,monthly,,1,on_time,12.34,56.35,21,APAC,0
10.65,quarterly,21.8,0,on_time,11.99,71.92,10,APAC,1
16.05,monthly,41.85,0,on_time,13.16,110.38,19,,0
14.31,monthly,47.98,1,,10.85,113.18,5,APAC,0
25.75,monthly,4.19,2,on_time,13.57,97.5,8,APAC,0
15.69,monthly,14.25,2,on_time,15.35,71.13,9,APAC,0
6.32,monthly,16.25,0,on_time,16.72,52.88,2,NA,0
19.49,quarterly,46.81,2,delayed,9.09,62.18,26,EU,0
28.5,monthly,21.25,2,on_time,12.48,120.0,25,MEA,0
24.38,quarterly,33.82,1,,12.77,89.45,7,APAC,0
8.28,monthly,25.3,2,,10.42,81.15,4,EU,1
14.12,annual,8.81,2,on_time,11.52,79.72,20,MEA,0
15.79,monthly,1.54,0,on_time,20.4,103.17,7,NA,1
15.87,monthly,15.26,2,on_time,23.18,55.26,22,EU,0
18.67,monthly,47.49,0,on_time,13.12,70.38,19,APAC,0
13.59,monthly,24.83,1,chargeback,10.73,102.09,29,APAC,0
9.59,monthly,33.6,2,on_time,14.51,90.71,8,MEA,1
22.66,quarterly,6.4,2,on_time,,114.97,10,APAC,0
8.14,monthly,,1,,19.15,105.1,7,NA,1
10.39,monthly,30.57,1,,12.62,62.38,3,EU,1
8.09,monthly,10.0,2,on_time,11.75,10.0,13,NA,0
20.29,quarterly,21.3,0,delayed,29.71,89.72,33,MEA,0
16.75,annual,12.32,5,on_time,7.24,49.26,13,NA,0
22.18,quarterly,31.09,3,failed,20.41,98.21,7,EU,1
10.5,monthly,26.38,1,delayed,23.94,128.53,1,EU,1
7.23,quarterly,29.52,4,on_time,13.48,55.17,8,NA,0
12.89,quarterly,31.58,1,delayed,17.64,102.1,10,NA,0
14.72,monthly,19.5,0,delayed,4.94,108.37,19,APAC,1
17.46,monthly,33.04,0,on_time,15.15,93.68,24,NA,0
4.22,quarterly,15.51,1,on_time,21.96,93.18,3,,0
19.35,monthly,28.88,2,on_time,15.72,25.86,9,LATAM,0
,quarterly,0.32,0,on_time,15.23,85.84,16,NA,0
11.47,monthly,13.79,3,delayed,25.41,83.76,25,LATAM,0
24.22,monthly,47.47,0,on_time,19.91,113.39,9,NA,0
1.0,monthly,28.72,0,on_time,19.25,110.88,27,,0
18.26,quarterly,28.72,1,on_time,10.14,69.71,17,NA,1
18.23,annual,12.94,0,on_time,2.0,27.72,14,LATAM,0
10.27,monthly,9.96,2,,17.24,39.31,9,APAC,1
12.87,monthly,19.09,2,delayed,15.03,123.44,18,NA,1
24.55,monthly,,1,delayed,19.58,81.84,2,APAC,1
29.74,monthly,43.06,1,on_time,15.75,43.49,13,APAC,0
23.45,annual,33.21,3,on_time,15.27,42.28,22,APAC,0
29.2,monthly,23.2,3,delayed,,90.46,15,EU,0
11.16,monthly,22.72,4,on_time,8.34,87.39,14,LATAM,0
4.94,monthly,30.34,2,delayed,3.93,130.37,8,APAC,1
15.63,annual,7.49,2,on_time,9.69,73.58,16,NA,0
21.63,monthly,0.87,1,on_time,8.38,94.81,24,LATAM,0
3.02,quarterly,30.18,2,on_time,,82.83,14,NA,1
9.51,monthly,22.79,1,on_time,5.2,106.93,22,APAC,0
10.29,monthly,7.57,4,on_time,12.14,133.28,1,APAC,1
18.5,quarterly,0.0,0,,26.58,110.44,15,NA,0
17.59,monthly,31.83,0,,14.55,139.19,19,NA,1
10.57,quarterly,,1,on_time,15.29,99.15,28,APAC,0
17.26,monthly,26.4,1,delayed,15.09,39.59,25,LATAM,1
7.99,quarterly,,1,on_time,16.27,60.93,47,LATAM,0
13.02,quarterly,21.62,3,on_time,11.84,106.98,35,APAC,0
7.15,quarterly,15.49,1,failed,14.01,77.24,9,NA,0
14.95,monthly,21.16,3,delayed,11.75,84.05,14,NA,1
10.4,quarterly,28.35,1,on_time,6.04,61.32,5,APAC,0
20.83,annual,18.97,3,delayed,22.04,112.0,5,EU,1
15.82,monthly,18.34,0,on_time,9.71,126.88,6,APAC,0
14.41,monthly,28.68,1,on_time,24.6,77.59,8,NA,1
28.38,quarterly,29.42,0,on_time,10.41,77.86,4,NA,0
18.68,monthly,,1,on_time,6.85,119.71,17,APAC,0
13.42,quarterly,21.68,0,on_time,26.62,113.29,8,APAC,1
11.91,quarterly,16.24,1,on_time,6.12,38.33,20,APAC,0
7.73,monthly,22.15,1,delayed,2.0,103.03,11,NA,1
,monthly,37.77,2,on_time,6.32,97.88,6,,1
18.15,monthly,25.95,0,on_time,14.17,89.23,17,EU,1
2.6,monthly,45.81,3,delayed,6.97,59.43,62,APAC,0
6.45,annual,24.42,3,,11.62,54.03,9,APAC,1
12.39,monthly,20.17,3,on_time,2.8,10.0,25,EU,0
8.31,monthly,21.78,0,failed,21.52,65.62,3,APAC,1
16.3,annual,23.57,2,,17.52,25.94,12,APAC,0
17.28,monthly,25.55,0,on_time,7.4,68.86,13,EU,0
15.14,annual,11.09,3,on_time,2.0,85.73,29,APAC,0
19.85,monthly,19.44,2,on_time,,51.31,27,NA,0
11.91,monthly,14.03,1,on_time,18.9,121.29,9,LATAM,1
15.68,monthly,,0,on_time,21.46,138.77,28,NA,0
8.98,quarterly,0.82,3,on_time,13.59,90.63,7,NA,0
17.99,quarterly,23.73,1,delayed,11.99,101.04,14,,0
16.53,annual,,1,on_time,11.53,34.81,43,NA,0
7.61,annual,26.75,2,on_time,16.83,80.22,8,MEA,0
14.91,quarterly,17.61,4,delayed,20.29,44.66,24,EU,0
15.74,quarterly,2.02,2,chargeback,14.14,35.73,8,NA,1
17.97,monthly,32.36,2,delayed,12.76,48.55,23,NA,0
18.23,annual,0.0,1,on_time,19.68,71.71,16,NA,0
10.95,quarterly,21.65,4,on_time,23.97,82.86,11,NA,0
21.35,annual,29.6,2,on_time,13.28,73.77,4,NA,0
19.66,monthly,37.14,1,on_time,15.51,51.41,10,NA,0
10.93,monthly,4.29,1,,10.49,86.97,20,NA,0
8.0,quarterly,16.32,2,,15.48,64.53,60,EU,0
11.46,monthly,33.92,2,delayed,9.44,87.6,20,NA,0
,monthly,34.66,2,on_time,23.53,77.39,29,NA,0
17.46,annual,36.09,0,on_time,20.32,30.17,11,,0
24.28,monthly,50.18,0,on_time,25.42,64.98,12,NA,0
25.95,monthly,16.4,3,on_time,,99.24,12,NA,0
8.37,monthly,26.1,2,delayed,27.42,107.48,48,NA,0
21.51,monthly,18.2,2,on_time,16.47,49.51,10,EU,0
16.59,quarterly,0.27,2,delayed,14.2,62.6,6,MEA,0
1.0,annual,21.01,2,on_time,22.55,64.33,4,NA,1
13.67,annual,,0,on_time,8.88,105.12,8,NA,0
12.89,quarterly,16.27,2,chargeback,15.2,97.14,3,APAC,1
24.48,quarterly,5.85,1,on_time,14.06,48.16,18,EU,0
9.9,monthly,26.83,0,on_time,17.51,97.78,14,NA,0
19.94,annual,,2,on_time,12.34,107.57,21,,0
15.25,monthly,2.36,2,on_time,11.76,90.06,28,APAC,1
5.88,monthly,31.52,3,on_time,12.72,62.3,7,MEA,0
12.13,annual,15.36,1,on_time,13.26,96.97,16,MEA,0
26.72,annual,17.25,1,on_time,15.47,80.26,14,APAC,1
14.79,monthly,11.24,1,on_time,22.73,77.01,8,APAC,1
22.34,quarterly,34.64,1,on_time,2.06,109.01,8,EU,1
21.96,monthly,24.98,1,delayed,19.6,83.89,28,LATAM,0
12.86,monthly,15.26,0,delayed,12.17,86.26,15,APAC,0
7.02,monthly,,2,on_time,13.93,108.09,4,NA,0
7.94,monthly,49.62,1,on_time,8.48,69.97,22,NA,1
26.16,monthly,43.77,3,on_time,15.28,51.62,9,APAC,1
17.06,monthly,37.87,2,on_time,12.65,93.11,15,EU,1
3.86,monthly,14.27,0,on_time,13.65,127.59,2,LATAM,0
21.84,monthly,16.49,0,delayed,18.5,20.31,9,NA,0
3.49,annual,26.41,2,on_time,18.81,94.08,18,LATAM,0
,quarterly,,2,on_time,23.52,84.97,6,NA,1
16.57,annual,11.12,1,delayed,11.45,62.14,4,,0
33.64,monthly,38.04,0,delayed,19.09,65.9,9,EU,0
21.71,quarterly,21.39,0,on_time,18.8,109.28,17,NA,0
12.62,annual,9.68,4,on_time,15.53,92.73,26,EU,0
16.2,monthly,32.48,1,chargeback,25.11,54.96,24,NA,0
22.44,monthly,15.69,5,,,92.53,22,NA,0
25.95,monthly,0.23,3,delayed,15.91,122.42,34,LATAM,0
14.27,monthly,9.52,2,delayed,16.83,103.53,27,NA,1
14.47,monthly,16.32,1,on_time,7.81,37.3,19,APAC,1
,monthly,24.42,1,on_time,22.59,102.09,15,APAC,0
20.66,monthly,23.89,0,on_time,14.36,49.07,14,NA,0
23.18,quarterly,35.51,1,on_time,17.62,90.11,10,LATAM,0
2.43,monthly,19.39,1,on_time,24.48,63.07,12,APAC,0
13.22,monthly,16.88,3,delayed,16.29,95.27,7,APAC,0
7.51,quarterly,35.7,2,delayed,15.24,65.25,22,LATAM,1
17.06,monthly,32.77,1,,15.4,54.7,5,APAC,0
7.33,monthly,19.65,3,,8.97,92.82,23,MEA,0
6.76,monthly,25.21,0,delayed,12.72,87.23,57,NA,0
23.86,monthly,16.77,2,on_time,14.09,107.01,4,NA,1
,monthly,9.22,2,on_time,15.59,69.15,22,,1
15.58,monthly,46.17,1,on_time,23.27,41.61,9,NA,0
19.02,monthly,16.04,0,on_time,20.57,102.93,27,APAC,0
22.8,annual,25.24,1,on_time,11.47,112.06,17,EU,0
13.07,annual,5.33,1,on_time,14.86,61.04,5,NA,0
13.23,monthly,30.1,1,on_time,23.4,97.61,14,LATAM,0
13.26,monthly,8.74,2,on_time,4.66,75.27,17,NA,0
23.57,monthly,40.46,3,delayed,13.64,138.11,11,NA,1
15.52,annual,,3,on_time,7.16,62.35,15,APAC,0
13.96,quarterly,28.22,0,,29.66,82.71,10,APAC,0
18.74,monthly,23.26,0,on_time,19.63,27.38,11,LATAM,0
,monthly,19.94,0,on_time,12.02,128.05,2,NA,1
16.52,monthly,21.48,2,on_time,14.79,69.04,3,LATAM,0
14.11,annual,26.5,0,on_time,10.07,108.32,4,APAC,0
29.6,annual,22.99,0,on_time,26.95,58.71,7,,0
25.31,monthly,32.8,2,on_time,,81.8,3,NA,0
24.29,monthly,11.9,2,on_time,16.96,62.12,5,EU,1
12.5,monthly,38.81,2,chargeback,14.57,57.83,15,EU,1
11.8,quarterly,17.35,2,delayed,8.83,75.79,20,APAC,1
3.16,annual,,1,on_time,13.49,72.11,11,NA,0
22.75,monthly,25.99,0,on_time,5.28,73.78,15,EU,0
16.54,monthly,26.69,1,on_time,24.42,41.39,16,APAC,0
3.39,monthly,2.9,3,delayed,15.15,91.94,43,EU,1
24.41,monthly,16.71,1,,20.49,29.21,3,EU,1
,quarterly,0.0,1,delayed,12.09,74.54,12,NA,0
14.5,monthly,14.57,1,failed,23.07,39.75,3,LATAM,1
5.41,annual,15.04,2,on_time,15.21,98.29,15,APAC,0
19.45,monthly,25.27,2,on_time,,118.5,5,APAC,0
19.51,monthly,13.33,2,on_time,18.4,100.57,9,MEA,0
15.66,monthly,15.94,2,on_time,14.8,70.67,3,APAC,0
13.07,monthly,36.34,0,on_time,21.0,63.24,10,NA,0
34.39,monthly,44.71,1,delayed,40.11,76.9,11,APAC,0
7.58,quarterly,11.87,1,on_time,8.21,82.46,11,MEA,1
10.95,monthly,33.21,1,on_time,14.27,97.51,22,NA,0
20.96,monthly,26.27,0,on_time,7.24,95.14,14,APAC,1
8.9,monthly,2.87,0,failed,17.49,26.93,7,NA,1
8.38,monthly,13.3,1,on_time,16.35,102.54,13,LATAM,0
23.92,annual,0.0,1,on_time,26.66,85.32,8,,1
20.24,annual,25.56,2,on_time,13.46,55.9,5,MEA,0
19.39,monthly,10.16,2,on_time,20.71,56.91,7,APAC,1
17.27,quarterly,23.47,3,delayed,,85.73,6,NA,0
11.15,quarterly,50.28,2,failed,15.91,89.04,21,EU,0
14.23,annual,,3,delayed,9.78,47.83,29,LATAM,0
15.45,monthly,13.56,1,delayed,,85.63,13,NA,0
21.92,monthly,10.9,1,on_time,21.91,89.17,6,NA,1
18.98,monthly,36.22,3,on_time,11.4,108.03,34,APAC,0
,annual,10.95,0,on_time,18.24,72.8,54,EU,0
21.53,quarterly,32.9,3,on_time,12.86,27.22,2,NA,1
4.25,monthly,52.09,1,on_time,15.28,91.06,11,NA,0
13.76,monthly,29.43,1,delayed,17.47,36.66,7,NA,0
8.01,quarterly,35.02,0,on_time,8.98,60.2,3,APAC,1
10.0,annual,33.75,1,,9.01,41.56,17,EU,0
29.49,monthly,15.87,3,on_time,20.2,97.83,6,,1
5.71,quarterly,25.19,1,delayed,10.94,53.59,5,LATAM,1
10.27,monthly,11.48,3,delayed,22.68,111.98,26,NA,0
19.57,monthly,36.19,5,on_time,,51.58,12,APAC,1
,monthly,10.06,1,delayed,20.61,27.62,22,EU,0
17.09,quarterly,29.71,1,delayed,15.05,74.26,30,EU,0
26.01,annual,34.45,0,on_time,14.44,42.14,55,APAC,0
20.58,monthly,16.59,3,delayed,15.88,120.86,13,APAC,1
12.72,monthly,14.07,1,,6.32,64.97,32,MEA,1
15.06,monthly,,0,on_time,21.73,116.32,20,NA,0
19.71,monthly,12.18,0,on_time,12.42,75.43,15,NA,0
,monthly,23.72,3,,9.99,93.97,15,EU,0
16.15,monthly,11.91,1,on_time,27.99,69.18,17,EU,1
18.52,monthly,12.71,0,on_time,12.91,150.56,12,NA,1
18.53,monthly,28.02,5,on_time,9.82,51.83,4,,1
15.35,monthly,28.79,3,on_time,19.88,10.0,7,APAC,1
11.76,quarterly,18.77,1,on_time,16.58,91.29,2,EU,1
21.2,monthly,3.89,2,on_time,21.06,55.3,19,EU,0
18.04,quarterly,34.88,2,on_time,15.5,89.72,3,NA,0
1.43,annual,17.07,1,on_time,20.73,73.85,5,EU,0
10.22,monthly,44.69,1,delayed,27.31,69.18,6,APAC,1
12.64,monthly,20.54,2,delayed,10.45,72.61,13,,0
,monthly,23.49,1,on_time,12.25,95.46,20,,0
24.43,quarterly,17.25,1,delayed,5.38,73.88,17,NA,0
38.42,monthly,24.68,2,on_time,17.28,79.72,24,NA,0
1.0,monthly,60.24,2,chargeback,15.75,70.06,26,,0
18.13,monthly,18.16,2,,22.58,129.59,18,MEA,0
16.49,monthly,36.04,0,,14.83,120.67,9,APAC,0
14.74,monthly,23.0,1,on_time,14.49,42.77,3,LATAM,0
19.8,quarterly,34.91,3,on_time,16.17,84.07,8,LATAM,0
17.05,monthly,0.75,2,on_time,,61.19,6,NA,0
13.47,monthly,43.39,2,on_time,,49.13,13,APAC,0
16.2,quarterly,25.75,0,on_time,16.36,10.0,24,APAC,0
19.9,monthly,19.05,0,delayed,18.23,74.89,8,NA,0
19.23,quarterly,31.94,2,delayed,13.63,77.04,51,EU,0
17.32,monthly,23.58,0,on_time,18.3,121.97,6,,1
11.92,monthly,9.37,2,delayed,,113.33,11,LATAM,1
35.73,annual,0.0,1,on_time,13.04,87.99,6,NA,0
18.52,monthly,42.09,0,failed,14.51,104.66,7,LATAM,0
21.34,monthly,19.55,3,on_time,13.94,107.85,15,MEA,1
12.45,annual,,1,delayed,7.64,87.89,12,MEA,0
17.33,quarterly,16.11,2,failed,12.09,122.77,19,NA,0
17.27,quarterly,38.11,1,delayed,19.56,48.45,19,NA,0
2.62,monthly,16.61,3,delayed,20.08,70.35,25,APAC,1
10.98,monthly,29.09,0,on_time,17.03,66.4,16,NA,1
10.85,quarterly,18.32,3,delayed,8.92,68.56,10,NA,1
11.8,monthly,8.2,1,,20.87,79.75,11,,0
8.51,monthly,31.91,1,on_time,26.11,129.71,15,NA,0
,quarterly,34.13,2,chargeback,18.56,109.07,12,EU,1
,monthly,14.53,2,,14.98,118.25,15,,0
16.91,monthly,21.58,2,on_time,9.82,81.82,4,,1
7.73,monthly,23.07,1,failed,14.92,80.55,9,LATAM,1
8.78,monthly,26.9,1,on_time,12.03,100.19,2,EU,0
13.36,quarterly,43.68,0,on_time,13.81,96.1,36,NA,0
6.09,annual,18.44,0,on_time,22.74,86.47,13,NA,0
18.13,monthly,18.37,3,,20.3,148.92,21,EU,1
25.47,monthly,20.07,2,delayed,12.94,100.4,22,NA,0
11.97,monthly,11.64,3,on_time,,61.96,29,LATAM,1
16.53,monthly,3.06,0,on_time,14.97,64.29,14,LATAM,0
13.0,monthly,23.47,3,on_time,12.4,107.57,8,NA,0
11.59,annual,27.8,2,on_time,6.94,94.85,15,NA,0
17.33,monthly,22.03,3,delayed,19.97,111.4,24,APAC,1
11.36,monthly,,0,failed,22.09,98.58,8,EU,1
,annual,12.11,2,on_time,11.36,49.39,10,NA,0
4.66,monthly,24.78,3,on_time,11.08,127.03,7,NA,1
16.45,annual,23.87,2,on_time,20.45,109.44,12,NA,0
23.47,monthly,,2,on_time,11.0,73.2,21,EU,0
20.95,monthly,25.56,3,,6.68,94.26,15,NA,0
26.44,annual,26.33,1,on_time,12.34,80.28,8,APAC,0
11.28,monthly,36.51,2,,,73.6,21,NA,0
21.96,monthly,28.29,1,failed,11.86,51.54,5,EU,1
8.28,monthly,27.29,2,on_time,11.11,100.09,38,EU,1
20.96,quarterly,2.83,0,on_time,12.17,42.22,33,NA,0
27.51,monthly,33.59,2,delayed,8.1,67.33,40,LATAM,0
19.49,monthly,18.72,1,on_time,7.09,131.93,8,APAC,0
27.63,quarterly,22.87,1,on_time,13.43,95.66,6,,1
11.81,quarterly,8.0,1,on_time,6.58,94.73,27,EU,0
15.06,monthly,44.99,1,on_time,12.61,75.75,32,,0
9.59,monthly,0.0,1,on_time,16.58,40.28,17,NA,0
,monthly,38.37,1,on_time,17.26,95.6,41,EU,0
17.89,monthly,26.68,3,on_time,14.16,97.97,5,APAC,1
16.18,monthly,1.04,4,on_time,7.81,106.24,27,EU,0
12.68,monthly,,0,on_time,12.53,73.01,18,NA,1
12.56,monthly,27.65,0,on_time,17.07,72.56,5,NA,1
18.42,monthly,0.0,3,on_time,18.72,99.91,30,NA,0
14.88,quarterly,17.35,1,failed,13.36,48.78,4,NA,1
7.94,monthly,27.88,1,on_time,10.78,106.77,22,APAC,0
2.72,annual,40.85,0,on_time,,71.56,29,MEA,0
11.83,annual,17.5,2,on_time,12.88,82.98,3,NA,0
6.32,quarterly,0.0,2,delayed,8.89,148.62,29,NA,0
10.15,annual,38.05,0,on_time,16.84,68.75,12,NA,0
13.04,annual,27.48,0,on_time,15.11,79.11,11,NA,0
14.98,monthly,0.0,2,,8.35,84.84,9,APAC,0
11.34,quarterly,25.77,0,on_time,11.21,28.59,44,NA,0
31.34,monthly,26.93,0,delayed,13.86,101.12,19,MEA,0
7.17,quarterly,18.43,0,on_time,5.86,18.54,8,LATAM,1
24.46,monthly,12.9,2,,,105.21,38,EU,0
14.86,monthly,15.29,2,on_time,18.79,64.63,32,MEA,1
11.4,monthly,18.42,0,on_time,12.06,63.33,17,APAC,0
20.11,annual,25.9,1,on_time,10.21,74.63,18,MEA,0
12.83,monthly,30.67,0,on_time,21.5,46.88,3,NA,0
10.35,monthly,,4,delayed,17.1,80.86,9,MEA,1
28.53,monthly,24.82,5,on_time,19.17,53.32,6,NA,0
1.0,monthly,27.37,2,on_time,10.29,47.9,14,EU,0
14.29,annual,23.86,1,on_time,13.29,70.1,10,MEA,0
17.33,quarterly,17.55,0,,14.94,118.26,13,EU,0
25.86,monthly,37.62,0,delayed,16.36,104.22,16,NA,0
13.21,monthly,36.79,1,on_time,28.71,68.77,3,NA,0
34.63,monthly,17.97,0,delayed,15.5,79.42,7,NA,0
21.31,monthly,21.09,3,,21.5,68.8,23,EU,0
1.0,quarterly,30.49,3,delayed,28.73,50.56,10,EU,1
